epoch,epoch_training_loss,epoch_validation_loss,validation_accuracy,validation_f1,model-activation-optimizer-lr-wd
15,0.6076,0.5873,0.7254208516056019,0.7247,SmallMLP-Tanh-RMSprop-0.1-0
16,0.6694,0.6543,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
17,0.6629,0.7421,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
18,0.7086,0.7875,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
19,0.708,0.7415,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
20,0.7213,0.7174,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
21,0.7278,0.7801,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
22,0.719,0.6948,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
23,0.7172,0.6931,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
24,0.715,0.7016,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
25,0.7222,0.6934,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
26,0.7139,0.7057,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
27,0.7174,0.6974,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
28,0.7131,0.7255,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
29,0.7241,0.6936,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
30,0.7062,0.7321,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
31,0.7222,0.6942,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
32,0.7174,0.7205,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
33,0.7152,0.7867,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
34,0.7215,0.7068,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
35,0.7201,0.8093,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
36,0.7175,0.6963,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
37,0.7228,0.7807,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
38,0.7207,0.6931,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
39,0.7196,0.7665,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
