epoch,epoch_training_loss,epoch_validation_loss,validation_accuracy,validation_f1,model-activation-optimizer-lr-wd
2,0.6743,0.6506,0.7242891498090254,0.7239,SmallMLP-Tanh-Adagrad-0.01-0
3,0.6211,0.5928,0.7281086433724714,0.7267,SmallMLP-Tanh-Adagrad-0.01-0
4,0.5786,0.5666,0.7295232706181921,0.7287,SmallMLP-Tanh-Adagrad-0.01-0
5,0.5629,0.5575,0.7305135096901967,0.7287,SmallMLP-Tanh-Adagrad-0.01-0
6,0.5565,0.5534,0.7326354505587778,0.7312,SmallMLP-Tanh-Adagrad-0.01-0
7,0.5526,0.551,0.7316452114867732,0.7305,SmallMLP-Tanh-Adagrad-0.01-0
8,0.5494,0.5487,0.7319281369359174,0.7307,SmallMLP-Tanh-Adagrad-0.01-0
9,0.5477,0.5468,0.7320695996604895,0.7308,SmallMLP-Tanh-Adagrad-0.01-0
10,0.5461,0.5448,0.7329183760079219,0.7313,SmallMLP-Tanh-Adagrad-0.01-0
11,0.5444,0.5432,0.7323525251096336,0.7301,SmallMLP-Tanh-Adagrad-0.01-0
12,0.5424,0.5417,0.7332013014570661,0.7314,SmallMLP-Tanh-Adagrad-0.01-0
13,0.54,0.5405,0.7333427641816381,0.7307,SmallMLP-Tanh-Adagrad-0.01-0
14,0.5397,0.539,0.733059838732494,0.7314,SmallMLP-Tanh-Adagrad-0.01-0
15,0.538,0.5378,0.7333427641816381,0.7317,SmallMLP-Tanh-Adagrad-0.01-0
16,0.5368,0.5367,0.7344744659782148,0.7322,SmallMLP-Tanh-Adagrad-0.01-0
17,0.536,0.5355,0.7340500778044985,0.732,SmallMLP-Tanh-Adagrad-0.01-0
18,0.5346,0.5346,0.7337671523553544,0.7319,SmallMLP-Tanh-Adagrad-0.01-0
19,0.5337,0.5337,0.7336256896307823,0.7319,SmallMLP-Tanh-Adagrad-0.01-0
20,0.5327,0.5328,0.7343330032536427,0.7326,SmallMLP-Tanh-Adagrad-0.01-0
21,0.532,0.532,0.7354647050502192,0.7334,SmallMLP-Tanh-Adagrad-0.01-0
22,0.5316,0.5313,0.7344744659782148,0.7326,SmallMLP-Tanh-Adagrad-0.01-0
23,0.5305,0.5306,0.734898854151931,0.7331,SmallMLP-Tanh-Adagrad-0.01-0
24,0.5305,0.5302,0.7382939595416608,0.7369,SmallMLP-Tanh-Adagrad-0.01-0
25,0.5293,0.5293,0.7364549441222238,0.7346,SmallMLP-Tanh-Adagrad-0.01-0
26,0.5285,0.5289,0.7381524968170887,0.7367,SmallMLP-Tanh-Adagrad-0.01-0
27,0.5282,0.5283,0.7380110340925167,0.7364,SmallMLP-Tanh-Adagrad-0.01-0
28,0.5279,0.5277,0.7375866459188004,0.7358,SmallMLP-Tanh-Adagrad-0.01-0
